timestamp,trial_id,model,seed,scenario,repeat,outcome,min_clearance_m,note,decision,bag_path,git_commit
2026-08-18 01:04:57,v8_s777_scen2_rep4_20260818_010220,v8,777,2,4,timeout,0.362,session 2026-08-18 01:02,saved,/mnt/ssd/pvstam_trials/keep/v8_s777_scen2_rep4_20260818_010220,cb894b9
2026-08-18 01:08:09,v8_s777_scen2_rep5_20260818_010532,v8,777,2,5,timeout,0.353,session 2026-08-18 01:05,saved,/mnt/ssd/pvstam_trials/keep/v8_s777_scen2_rep5_20260818_010532,cb894b9
2026-08-18 01:11:33,v8_s777_scen2_rep6_20260818_010856,v8,777,2,6,timeout,0.427,session 2026-08-18 01:08,saved,/mnt/ssd/pvstam_trials/keep/v8_s777_scen2_rep6_20260818_010856,cb894b9
2026-08-18 01:17:00,v8_s777_scen2_rep7_20260818_011423,v8,777,2,7,timeout,0.403,session 2026-08-18 01:14,saved,/mnt/ssd/pvstam_trials/keep/v8_s777_scen2_rep7_20260818_011423,cb894b9
2026-08-18 01:20:18,v8_s777_scen2_rep8_20260818_011741,v8,777,2,8,timeout,0.456,session 2026-08-18 01:17,saved,/mnt/ssd/pvstam_trials/keep/v8_s777_scen2_rep8_20260818_011741,cb894b9
2026-08-18 01:24:06,v8_s777_scen2_rep9_20260818_012129,v8,777,2,9,timeout,0.424,session 2026-08-18 01:21,saved,/mnt/ssd/pvstam_trials/keep/v8_s777_scen2_rep9_20260818_012129,cb894b9
2026-08-18 01:27:21,v8_s777_scen2_rep10_20260818_012444,v8,777,2,10,timeout,0.423,session 2026-08-18 01:24,saved,/mnt/ssd/pvstam_trials/keep/v8_s777_scen2_rep10_20260818_012444,cb894b9
2026-08-18 01:54:39,v10_s777_scen2_rep1_20260818_015202,v10,777,2,1,timeout,0.836,session 2026-08-18 01:51,saved,/mnt/ssd/pvstam_trials/keep/v10_s777_scen2_rep1_20260818_015202,cb894b9
2026-08-18 01:58:12,v10_s777_scen2_rep2_20260818_015535,v10,777,2,2,timeout,0.648,session 2026-08-18 01:55,saved,/mnt/ssd/pvstam_trials/keep/v10_s777_scen2_rep2_20260818_015535,cb894b9
2026-08-18 02:01:51,v10_s777_scen2_rep3_20260818_015914,v10,777,2,3,timeout,0.849,session 2026-08-18 01:59,saved,/mnt/ssd/pvstam_trials/keep/v10_s777_scen2_rep3_20260818_015914,cb894b9
2026-08-18 02:05:51,v10_s777_scen2_rep4_20260818_020314,v10,777,2,4,timeout,0.846,session 2026-08-18 02:03,saved,/mnt/ssd/pvstam_trials/keep/v10_s777_scen2_rep4_20260818_020314,cb894b9
2026-08-18 02:09:00,v10_s777_scen2_rep5_20260818_020623,v10,777,2,5,timeout,0.866,session 2026-08-18 02:06,saved,/mnt/ssd/pvstam_trials/keep/v10_s777_scen2_rep5_20260818_020623,cb894b9
2026-08-18 02:12:54,v10_s777_scen2_rep6_20260818_021017,v10,777,2,6,timeout,0.870,session 2026-08-18 02:10,saved,/mnt/ssd/pvstam_trials/keep/v10_s777_scen2_rep6_20260818_021017,cb894b9
2026-08-18 02:16:06,v10_s777_scen2_rep7_20260818_021329,v10,777,2,7,timeout,0.861,session 2026-08-18 02:13,saved,/mnt/ssd/pvstam_trials/keep/v10_s777_scen2_rep7_20260818_021329,cb894b9
2026-08-18 02:19:09,v10_s777_scen2_rep8_20260818_021632,v10,777,2,8,timeout,0.855,session 2026-08-18 02:16,saved,/mnt/ssd/pvstam_trials/keep/v10_s777_scen2_rep8_20260818_021632,cb894b9
2026-08-18 02:22:27,v10_s777_scen2_rep9_20260818_021950,v10,777,2,9,timeout,0.842,session 2026-08-18 02:19,saved,/mnt/ssd/pvstam_trials/keep/v10_s777_scen2_rep9_20260818_021950,cb894b9
2026-08-18 02:25:54,v10_s777_scen2_rep10_20260818_022317,v10,777,2,10,timeout,0.832,session 2026-08-18 02:23,saved,/mnt/ssd/pvstam_trials/keep/v10_s777_scen2_rep10_20260818_022317,cb894b9
2026-08-18 02:34:06,mlp_fs_s777_scen2_rep1_20260818_023129,mlp_fs,777,2,1,timeout,0.671,session 2026-08-18 02:31,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep1_20260818_023129,cb894b9
2026-08-18 02:39:06,mlp_fs_s777_scen2_rep2_20260818_023629,mlp_fs,777,2,2,timeout,0.299,session 2026-08-18 02:36,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep2_20260818_023629,cb894b9
2026-08-18 02:42:15,mlp_fs_s777_scen2_rep3_20260818_023938,mlp_fs,777,2,3,timeout,0.693,session 2026-08-18 02:39,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep3_20260818_023938,cb894b9
2026-08-18 02:45:30,mlp_fs_s777_scen2_rep4_20260818_024253,mlp_fs,777,2,4,timeout,0.736,session 2026-08-18 02:42,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep4_20260818_024253,cb894b9
2026-08-18 02:48:36,mlp_fs_s777_scen2_rep5_20260818_024559,mlp_fs,777,2,5,timeout,0.683,session 2026-08-18 02:45,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep5_20260818_024559,cb894b9
2026-08-18 02:58:24,mlp_fs_s777_scen2_rep6_20260818_025629,mlp_fs,777,2,6,goal,0.352,session 2026-08-18 02:56,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep6_20260818_025629,cb894b9
2026-08-18 03:00:34,mlp_fs_s777_scen2_rep7_20260818_025905,mlp_fs,777,2,7,goal,0.369,session 2026-08-18 02:59,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep7_20260818_025905,cb894b9
2026-08-18 03:02:55,mlp_fs_s777_scen2_rep8_20260818_030132,mlp_fs,777,2,8,goal,0.310,session 2026-08-18 03:01,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep8_20260818_030132,cb894b9
2026-08-18 03:05:15,mlp_fs_s777_scen2_rep9_20260818_030350,mlp_fs,777,2,9,goal,0.356,session 2026-08-18 03:03,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep9_20260818_030350,cb894b9
2026-08-18 03:07:15,mlp_fs_s777_scen2_rep10_20260818_030544,mlp_fs,777,2,10,goal,0.310,session 2026-08-18 03:05,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep10_20260818_030544,cb894b9
2026-08-18 03:20:35,mlp_fs_s777_scen2_rep11_20260818_031914,mlp_fs,777,2,11,goal,0.324,session 2026-08-18 03:19,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep11_20260818_031914,cb894b9
2026-08-18 03:22:20,mlp_fs_s777_scen2_rep12_20260818_032102,mlp_fs,777,2,12,goal,0.383,session 2026-08-18 03:20,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep12_20260818_032102,cb894b9
2026-08-18 03:25:42,mlp_fs_s777_scen2_rep13_20260818_032305,mlp_fs,777,2,13,timeout,0.752,session 2026-08-18 03:22,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep13_20260818_032305,cb894b9
2026-08-18 03:28:25,mlp_fs_s777_scen2_rep14_20260818_032615,mlp_fs,777,2,14,goal,0.354,session 2026-08-18 03:26,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep14_20260818_032615,cb894b9
2026-08-18 03:30:44,mlp_fs_s777_scen2_rep15_20260818_032859,mlp_fs,777,2,15,goal,0.312,session 2026-08-18 03:28,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep15_20260818_032859,cb894b9
2026-08-18 03:32:45,mlp_fs_s777_scen2_rep16_20260818_033123,mlp_fs,777,2,16,goal,0.337,session 2026-08-18 03:31,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep16_20260818_033123,cb894b9
2026-08-18 03:34:33,mlp_fs_s777_scen2_rep17_20260818_033305,mlp_fs,777,2,17,goal,0.276,session 2026-08-18 03:33,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep17_20260818_033305,cb894b9
2026-08-18 03:36:23,mlp_fs_s777_scen2_rep18_20260818_033505,mlp_fs,777,2,18,goal,0.310,session 2026-08-18 03:35,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep18_20260818_033505,cb894b9
2026-08-18 03:51:18,mlp_fs_s777_scen2_rep19_20260818_034945,mlp_fs,777,2,19,goal,0.311,session 2026-08-18 03:49,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep19_20260818_034945,cb894b9
2026-08-18 03:53:32,mlp_fs_s777_scen2_rep20_20260818_035139,mlp_fs,777,2,20,goal,0.297,session 2026-08-18 03:51,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen2_rep20_20260818_035139,cb894b9
2026-08-18 04:04:04,v11_s777_scen2_rep11_20260818_040312,v11,777,2,11,goal,0.427,session 2026-08-18 04:03,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen2_rep11_20260818_040312,cb894b9
2026-08-18 04:09:34,v11_s777_scen2_rep12_20260818_040856,v11,777,2,12,goal,0.385,session 2026-08-18 04:08,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen2_rep12_20260818_040856,cb894b9
2026-08-18 04:11:21,v11_s777_scen2_rep13_20260818_041042,v11,777,2,13,goal,0.403,session 2026-08-18 04:10,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen2_rep13_20260818_041042,cb894b9
2026-08-18 04:13:58,v11_s777_scen2_rep14_20260818_041206,v11,777,2,14,goal,0.425,session 2026-08-18 04:12,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen2_rep14_20260818_041206,cb894b9
2026-08-18 04:15:16,v11_s777_scen2_rep15_20260818_041427,v11,777,2,15,goal,0.384,session 2026-08-18 04:14,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen2_rep15_20260818_041427,cb894b9
2026-08-18 04:17:06,v11_s777_scen2_rep16_20260818_041557,v11,777,2,16,goal,0.426,session 2026-08-18 04:15,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen2_rep16_20260818_041557,cb894b9
2026-08-18 04:18:38,v11_s777_scen2_rep17_20260818_041730,v11,777,2,17,goal,0.389,session 2026-08-18 04:17,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen2_rep17_20260818_041730,cb894b9
2026-08-18 04:21:32,v11_s777_scen2_rep18_20260818_041929,v11,777,2,18,goal,0.160,session 2026-08-18 04:19,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen2_rep18_20260818_041929,cb894b9
2026-08-18 04:22:56,v11_s777_scen2_rep19_20260818_042209,v11,777,2,19,goal,0.382,session 2026-08-18 04:22,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen2_rep19_20260818_042209,cb894b9
2026-08-18 04:24:24,v11_s777_scen2_rep20_20260818_042327,v11,777,2,20,goal,0.432,session 2026-08-18 04:23,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen2_rep20_20260818_042327,cb894b9
2026-08-18 04:39:37,v11_s777_scen3_rep1_20260818_043809,v11,777,3,1,goal,0.249,session 2026-08-18 04:38,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep1_20260818_043809,cb894b9
2026-08-18 04:40:54,v11_s777_scen3_rep2_20260818_044009,v11,777,3,2,goal,0.260,session 2026-08-18 04:40,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep2_20260818_044009,cb894b9
2026-08-18 04:42:15,v11_s777_scen3_rep3_20260818_044127,v11,777,3,3,goal,0.293,session 2026-08-18 04:41,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep3_20260818_044127,cb894b9
2026-08-18 04:45:22,v11_s777_scen3_rep4_20260818_044415,v11,777,3,4,goal,0.262,session 2026-08-18 04:44,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep4_20260818_044415,cb894b9
2026-08-18 04:47:06,v11_s777_scen3_rep5_20260818_044557,v11,777,3,5,collision,0.162,EXCLUDED - operator interference: operator physically contacted the robot AFTER it had already passed the obstacles. Not a navigation failure. Bag retained in archive/ for inspection.,archived,/mnt/ssd/pvstam_trials/archive/v11_s777_scen3_rep5_20260818_044557,cb894b9
2026-08-18 04:49:51,v11_s777_scen3_rep5_20260818_044806,v11,777,3,5,goal,0.252,session 2026-08-18 04:47,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep5_20260818_044806,cb894b9
2026-08-18 04:53:31,v11_s777_scen3_rep6_20260818_045233,v11,777,3,6,goal,0.372,session 2026-08-18 04:52,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep6_20260818_045233,cb894b9
2026-08-18 04:55:29,v11_s777_scen3_rep7_20260818_045448,v11,777,3,7,goal,0.276,session 2026-08-18 04:54,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep7_20260818_045448,cb894b9
2026-08-18 04:57:19,v11_s777_scen3_rep8_20260818_045618,v11,777,3,8,goal,0.287,session 2026-08-18 04:56,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep8_20260818_045618,cb894b9
2026-08-18 04:58:44,v11_s777_scen3_rep9_20260818_045754,v11,777,3,9,goal,0.336,session 2026-08-18 04:57,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep9_20260818_045754,cb894b9
2026-08-18 05:00:29,v11_s777_scen3_rep10_20260818_045936,v11,777,3,10,goal,0.262,session 2026-08-18 04:59,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep10_20260818_045936,cb894b9
2026-08-18 05:07:26,mlp_fs_s777_scen3_rep1_20260818_050615,mlp_fs,777,3,1,collision,0.122,session 2026-08-18 05:06,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen3_rep1_20260818_050615,cb894b9
2026-08-18 05:10:29,mlp_fs_s777_scen3_rep2_20260818_050824,mlp_fs,777,3,2,goal,0.272,session 2026-08-18 05:08,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen3_rep2_20260818_050824,cb894b9
2026-08-18 05:13:30,mlp_fs_s777_scen3_rep3_20260818_051127,mlp_fs,777,3,3,goal,0.235,session 2026-08-18 05:11,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen3_rep3_20260818_051127,cb894b9
2026-08-18 05:16:43,mlp_fs_s777_scen3_rep4_20260818_051406,mlp_fs,777,3,4,timeout,0.864,session 2026-08-18 05:14,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen3_rep4_20260818_051406,cb894b9
2026-08-18 05:20:15,mlp_fs_s777_scen3_rep5_20260818_051827,mlp_fs,777,3,5,goal,0.372,session 2026-08-18 05:18,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen3_rep5_20260818_051827,cb894b9
2026-08-18 05:23:22,mlp_fs_s777_scen3_rep6_20260818_052045,mlp_fs,777,3,6,timeout,0.862,session 2026-08-18 05:20,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen3_rep6_20260818_052045,cb894b9
2026-08-18 05:26:43,mlp_fs_s777_scen3_rep7_20260818_052406,mlp_fs,777,3,7,timeout,0.859,session 2026-08-18 05:24,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen3_rep7_20260818_052406,cb894b9
2026-08-18 05:30:27,mlp_fs_s777_scen3_rep8_20260818_052818,mlp_fs,777,3,8,goal,0.241,session 2026-08-18 05:28,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen3_rep8_20260818_052818,cb894b9
2026-08-18 05:32:42,mlp_fs_s777_scen3_rep9_20260818_053100,mlp_fs,777,3,9,goal,0.289,session 2026-08-18 05:30,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen3_rep9_20260818_053100,cb894b9
2026-08-18 05:34:55,mlp_fs_s777_scen3_rep10_20260818_053321,mlp_fs,777,3,10,goal,0.324,session 2026-08-18 05:33,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen3_rep10_20260818_053321,cb894b9
2026-08-18 05:47:37,v11_s777_scen3_rep11_20260818_054633,v11,777,3,11,goal,0.296,session 2026-08-18 05:46,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep11_20260818_054633,cb894b9
2026-08-18 05:49:15,v11_s777_scen3_rep12_20260818_054818,v11,777,3,12,goal,0.285,session 2026-08-18 05:48,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep12_20260818_054818,cb894b9
2026-08-18 05:50:39,v11_s777_scen3_rep13_20260818_054945,v11,777,3,13,goal,0.370,session 2026-08-18 05:49,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep13_20260818_054945,cb894b9
2026-08-18 05:52:17,v11_s777_scen3_rep14_20260818_055112,v11,777,3,14,goal,0.320,session 2026-08-18 05:51,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep14_20260818_055112,cb894b9
2026-08-18 05:53:36,v11_s777_scen3_rep15_20260818_055248,v11,777,3,15,goal,0.308,session 2026-08-18 05:52,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep15_20260818_055248,cb894b9
2026-08-18 05:55:39,v11_s777_scen3_rep16_20260818_055400,v11,777,3,16,goal,0.120,session 2026-08-18 05:53,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep16_20260818_055400,cb894b9
2026-08-18 06:04:25,v11_s777_scen3_rep17_20260818_060336,v11,777,3,17,collision,0.126,session 2026-08-18 06:03,archived,/mnt/ssd/pvstam_trials/archive/v11_s777_scen3_rep17_20260818_060336,cb894b9
2026-08-18 06:07:28,v11_s777_scen3_rep17_20260818_060451,v11,777,3,17,timeout,0.149,"EXCLUDED - environment change: from ~06:00 the corridor no longer matched the verified layout. v11 went 16/16 goals before this point and 0/4 after; mlp_fs then failed identically at the same location (x~2.6-3.0 m). Ruled out: dual nodes (30 Hz verified), battery (12.1-12.2 V fresh), bringup/stale port (full restart + robot power cycle), sensors (4.98 Hz, no dropouts), start geometry (identical). Both models fail the same way -> physical obstruction, not policy. Re-run after the arena is restored and verified.",excluded_envchange,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep17_20260818_060451,cb894b9
2026-08-18 06:18:00,v11_s777_scen3_rep18_20260818_061648,v11,777,3,18,collision,0.133,"INVALID - two real_robot_nav nodes were publishing /cmd_vel simultaneously (mlp_fs PID12463 started 06:14:08, v11 PID12596 started 06:16:27). Measured /cmd_vel rate 59-60 Hz vs 30 Hz normal. Robot was driven by two interleaved policies. Not valid data. Must be re-run.",excluded_dualnode,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep18_20260818_061648,cb894b9
2026-08-18 06:19:27,v11_s777_scen3_rep19_20260818_061827,v11,777,3,19,collision,0.137,"INVALID - two real_robot_nav nodes were publishing /cmd_vel simultaneously (mlp_fs PID12463 started 06:14:08, v11 PID12596 started 06:16:27). Measured /cmd_vel rate 59-60 Hz vs 30 Hz normal. Robot was driven by two interleaved policies. Not valid data. Must be re-run.",excluded_dualnode,/mnt/ssd/pvstam_trials/archive/v11_s777_scen3_rep19_20260818_061827,cb894b9
2026-08-18 06:21:38,v11_s777_scen3_rep19_20260818_062024,v11,777,3,19,collision,0.138,"INVALID - two real_robot_nav nodes were publishing /cmd_vel simultaneously (mlp_fs PID12463 started 06:14:08, v11 PID12596 started 06:16:27). Measured /cmd_vel rate 59-60 Hz vs 30 Hz normal. Robot was driven by two interleaved policies. Not valid data. Must be re-run.",excluded_dualnode,/mnt/ssd/pvstam_trials/archive/v11_s777_scen3_rep19_20260818_062024,cb894b9
2026-08-18 06:23:08,v11_s777_scen3_rep19_20260818_062203,v11,777,3,19,collision,0.133,"INVALID - two real_robot_nav nodes were publishing /cmd_vel simultaneously (mlp_fs PID12463 started 06:14:08, v11 PID12596 started 06:16:27). Measured /cmd_vel rate 59-60 Hz vs 30 Hz normal. Robot was driven by two interleaved policies. Not valid data. Must be re-run.",excluded_dualnode,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep19_20260818_062203,cb894b9
2026-08-18 06:26:28,v11_s777_scen3_rep20_20260818_062404,v11,777,3,20,collision,0.126,"INVALID - two real_robot_nav nodes were publishing /cmd_vel simultaneously (mlp_fs PID12463 started 06:14:08, v11 PID12596 started 06:16:27). Measured /cmd_vel rate 59-60 Hz vs 30 Hz normal. Robot was driven by two interleaved policies. Not valid data. Must be re-run.",excluded_dualnode,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep20_20260818_062404,cb894b9
2026-08-18 06:36:20,v11_s777_scen3_rep18_20260818_063536,v11,777,3,18,collision,0.124,"EXCLUDED - environment change: from ~06:00 the corridor no longer matched the verified layout. v11 went 16/16 goals before this point and 0/4 after; mlp_fs then failed identically at the same location (x~2.6-3.0 m). Ruled out: dual nodes (30 Hz verified), battery (12.1-12.2 V fresh), bringup/stale port (full restart + robot power cycle), sensors (4.98 Hz, no dropouts), start geometry (identical). Both models fail the same way -> physical obstruction, not policy. Re-run after the arena is restored and verified.",excluded_envchange,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep18_20260818_063536,cb894b9
2026-08-18 06:37:17,v11_s777_scen3_rep19_20260818_063645,v11,777,3,19,collision,0.195,"EXCLUDED - environment change: from ~06:00 the corridor no longer matched the verified layout. v11 went 16/16 goals before this point and 0/4 after; mlp_fs then failed identically at the same location (x~2.6-3.0 m). Ruled out: dual nodes (30 Hz verified), battery (12.1-12.2 V fresh), bringup/stale port (full restart + robot power cycle), sensors (4.98 Hz, no dropouts), start geometry (identical). Both models fail the same way -> physical obstruction, not policy. Re-run after the arena is restored and verified.",excluded_envchange,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep19_20260818_063645,cb894b9
2026-08-18 06:48:22,v11_s777_scen3_rep20_20260818_064711,v11,777,3,20,collision,0.162,"EXCLUDED - environment change: from ~06:00 the corridor no longer matched the verified layout. v11 went 16/16 goals before this point and 0/4 after; mlp_fs then failed identically at the same location (x~2.6-3.0 m). Ruled out: dual nodes (30 Hz verified), battery (12.1-12.2 V fresh), bringup/stale port (full restart + robot power cycle), sensors (4.98 Hz, no dropouts), start geometry (identical). Both models fail the same way -> physical obstruction, not policy. Re-run after the arena is restored and verified.",excluded_envchange,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep20_20260818_064711,cb894b9
2026-08-18 06:53:34,mlp_fs_s777_scen3_rep11_20260818_065226,mlp_fs,777,3,11,collision,0.148,session 2026-08-18 06:52,archived,/mnt/ssd/pvstam_trials/archive/mlp_fs_s777_scen3_rep11_20260818_065226,cb894b9
2026-08-20 00:18:45,v11_s777_scen3_rep17_20260820_001658,v11,777,3,17,goal,0.293,session 2026-08-20 00:16,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep17_20260820_001658,cb894b9
2026-08-20 00:20:50,v11_s777_scen3_rep18_20260820_001952,v11,777,3,18,goal,0.269,session 2026-08-20 00:19,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep18_20260820_001952,cb894b9
2026-08-20 00:22:48,v11_s777_scen3_rep19_20260820_002122,v11,777,3,19,goal,0.332,session 2026-08-20 00:21,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep19_20260820_002122,cb894b9
2026-08-20 00:24:05,v11_s777_scen3_rep20_20260820_002310,v11,777,3,20,goal,0.320,session 2026-08-20 00:23,saved,/mnt/ssd/pvstam_trials/keep/v11_s777_scen3_rep20_20260820_002310,cb894b9
2026-08-20 00:30:05,mlp_fs_s777_scen3_rep11_20260820_002848,mlp_fs,777,3,11,collision,0.193,session 2026-08-20 00:28,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen3_rep11_20260820_002848,cb894b9
2026-08-20 00:33:17,mlp_fs_s777_scen3_rep12_20260820_003040,mlp_fs,777,3,12,timeout,0.474,session 2026-08-20 00:30,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen3_rep12_20260820_003040,cb894b9
2026-08-20 00:35:39,mlp_fs_s777_scen3_rep13_20260820_003407,mlp_fs,777,3,13,goal,0.231,session 2026-08-20 00:34,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen3_rep13_20260820_003407,cb894b9
2026-08-20 00:38:44,mlp_fs_s777_scen3_rep14_20260820_003607,mlp_fs,777,3,14,timeout,0.272,session 2026-08-20 00:36,saved,/mnt/ssd/pvstam_trials/keep/mlp_fs_s777_scen3_rep14_20260820_003607,cb894b9
